source_id,source_domain,relative_path,absolute_path,file_extension,file_size_bytes,file_sha256,pixel_sha256,perceptual_hash,width,height,channels,face_count,largest_face_width,largest_face_height,decode_status,license_status,provenance_status,status,exclusion_reasons
ffhq:00060.png,FFHQ,00060.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00060.png,.png,87117,d6fb7a2830481f9aef66b27bdee57562d33ce7da0a4656fffbda2be8c7f34810,dbe4e220f1c3bb643474f71ae1ce7a65ca3e111ffa78aa7cb3ca9bc8b4c12a83,1000101111000011111100111000001100110010011100111011011111000111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00061.png,FFHQ,00061.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00061.png,.png,103868,fe998c347a703af7477f9a0f3f86a804f2f074434cc9c6319274a959efd23dc6,ca59cd96d6d41425e693d9b23ee7f52605d772b8113e3b9782f38e6938260bd2,0100000000111100011011001101110011001100110001011100110101111100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00062.png,FFHQ,00062.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00062.png,.png,112203,3f9a90145fca8561499341a0c57d5a761af43d84603b9ab37a6cec86c0a83f1c,cc816a970269f54b07db8510e99e611cef05ae4967108402966c8a9f73abd27c,0011000001101110011100100111010001100000001010000111100001010100,256,256,3,1,123,185,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00063.png,FFHQ,00063.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00063.png,.png,101548,5834b31a5effe1fb3b100839eaab64f010e937c36061b69fc35fc1890b21270c,86675d8f7849cac36c40b1ea552eaaddbed28e735c005ad349c9dd3c49f06d87,1001000010011000010110000101100111011001100110001000100100111010,256,256,3,1,119,207,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00064.png,FFHQ,00064.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00064.png,.png,72742,0ad6cf2da74fbe321e9e1e9478eee63fdcacd4fa16b3efa6fe000f5d5b9d6f8b,a80010ad53806c9c5a50b4e836700d821877f5690342a5d07adbfdadc8710e3a,1001011100110011001100110011001100101011001010111001011110010011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00065.png,FFHQ,00065.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00065.png,.png,106810,a02bb398dc1fe40d20c0fb8b8a5864315d2f86831dac814ed51b411de0e692b3,8427542c0ad28bbbdbc047e25ff98d1b57edd430e7d2a9f1e2e2da73769779db,0010111101100011011000110101011101000000110000011010000110010000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00066.png,FFHQ,00066.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00066.png,.png,103581,a901d88f572f0e149e4970f7c273cdb76f3b53be352ecc8b6c3416d3274aeeaf,bca2426ec9081af55d41a2b0fdb6ac4ff565a0e7cdc56a31e714e3605681e00d,0000011100001011001110010111100101101001011000010111001101100011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00067.png,FFHQ,00067.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00067.png,.png,102734,1c8b5f52d328762a034b4e6a7ad0858cecb9bf3ae2d6f9ca045f8aa5d0216f60,a256647aab9d658df50d62ecbb0403b1040c780845b63dad53d47b7b63f469a9,0110000011110010001100100111011001110000011100100111001000110100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00068.png,FFHQ,00068.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00068.png,.png,101638,3931760e2d3ad3bc8518ff1598aab1c3081a37adffc5c44e73efe6a60aa57c4f,599c79fc5ff35122fb02f1cf6eb56feffbc16dcfbfaea869bbabdbb015c50811,1011011000010100001111100001010101101001101010011001111110011001,256,256,3,1,131,172,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00069.png,FFHQ,00069.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00069.png,.png,108295,8c593b8b700163ed93e8efa7be06d6f9d90f7c35620af2fbc41eadde25ace444,65cea9ac40a900b9e016130a62c81ef3255727f8409ad59e10d5d97d796b49dd,0000111000101011001100110011001100001011001010000011100001101100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00070.png,FFHQ,00070.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00070.png,.png,101254,3b8021bd7276c8299cb359e34bc945672bd419cd4b0f9bcf29e898beb98b712c,cbc8565039a03957e765b100f68ab8c5b6580ac4121e8266fa5677c7c1ecc1f2,0001110000010110001100000011010001101000100010001100110011001000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00071.png,FFHQ,00071.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00071.png,.png,110111,9040f1cfabeca084ead606fa745e2ed438501c80ce9b9d32f32725ea274f463a,4e191c6145ef58d002c2856e0bbbb515b73a7e10f8bb3ae7573ce38bdaa2c365,0001110000110101011100010111000001111000011100000011001100011011,256,256,3,1,131,181,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00072.png,FFHQ,00072.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00072.png,.png,102220,dbf2214dcc22500cd9c7100415152ec34041d1949a8e6943b79ae5a7e3c6b50f,b4b1e509497ac7acfcfd0e10c09196fcb3272cbcd8f63f1a2590dfadded1e541,0001011101100011011100010101011001100010011010110111001101100011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00073.png,FFHQ,00073.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00073.png,.png,104998,e4a82c906470eb89b3428076998531fc1d8508ea465036aeb84a883575a99592,70363e5c70bd31d9778bbec688e288a268a1787d5d6f6b9b6b9bcc4cb90fb77d,1011111100100110001110110101010111010001010100111111001110010011,256,256,3,1,140,167,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00074.png,FFHQ,00074.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00074.png,.png,113760,9a71a816fb3d41f8e74609d94c36f1300572db54026199f2cd9814a2eabf176f,06a173722ddb911644e86a6136bf5244d0f43a9f608f47609cdc4720fd336fc5,1001011110011101001111000011010000010100010101000101110000111110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00075.png,FFHQ,00075.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00075.png,.png,100395,b8d2e4266cb3862dc83695dc4a822597c6acf1578849cbbea528d4a9085fac39,1e17d9cf604c28c1ab8d9b1ac55509a17ea4d883b58f3d5e60f3875bf577846c,1001101111101100011100001111000111101001111010011111100111011100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00076.png,FFHQ,00076.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00076.png,.png,100114,2d1a69f4a13f8a71989263ae390f144891fdc57c4a1e94391ade56187fcb2da5,7d5fde871b738ce4a90bd586cc9681aa2c808b7d1e4d397c4c4b69298681946a,1000011001110011111111011001011000110110001111000011110110011011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00077.png,FFHQ,00077.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00077.png,.png,98031,8e47d243b1b862d061caa55072490eecc9f05cbe9e8824bc4fe297e220f2d325,0391865d24ef396f5fd6dcc5c53b501c0908d2c1ea990d3f57a6446e1834e9ef,1010111100111011011100010111000111110000111000001110000111100001,256,256,3,1,128,182,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00078.png,FFHQ,00078.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00078.png,.png,109016,ce6c6e2a79cc3f6d5d4fa0da4e7f1404b39613d439470dffc86756ffdbe619f7,2f3b2701013813b2b79e2d2d101820f5caab39e996c43596fd226255aea82194,1111100011111000111110001011011010110110111111001111101011111110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00079.png,FFHQ,00079.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00079.png,.png,110589,f7e2c977de92e707f4ac81ca1c5754c169deca04b6f71257c85ccee8b0d3dbde,4938423a06e2f4c361d6b76e120c073d1f4db53ee83ecbb9ded622729104b740,1111000011101100111110001011010111111000111111001110100010111001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00080.png,FFHQ,00080.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00080.png,.png,98937,d78608169368ee0fb9bcffaf15d89929621e0b1519f9775ab1b77cae36c19fea,f5f5baec4dd010ab252a524efaaeee71f3ff0d27a9b3e408ea15f47e6e6da7f0,1101101011100110011100001101001011100000111000001110000011010100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00081.png,FFHQ,00081.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00081.png,.png,83901,8aee73713b7b0f435abe58c8a28f166553194ed9bf6ddcbc70ed496031682bd4,e33ac7c2e0a800ba689838b5c4fca6b3e86e0e0614b22170fc75c0775101cf57,1000111100100011001000110001001100110001000101111001101100111001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00082.png,FFHQ,00082.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00082.png,.png,102239,b6f2f65fdafea27b148394bc06b8bca5ec9ec1d2d8ab1f9bbe804a474c7e540f,92de788085a0760c7b9025ed1bbc655a4fb331607a1c71212dff87c1ae612a0e,1000010100110011001100010001000100100001010011010011000101100101,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00083.png,FFHQ,00083.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00083.png,.png,101562,c7413e488001f83ddb775cb003767bfbe8469d63242d1569c93cd3337895a665,8c98030506da34f04a21a8be7e376de1d55baa6cf0d82eddc0922df4124b5c07,0010001100111011001110010011111110110111100110011001110000011110,256,256,3,1,141,178,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00084.png,FFHQ,00084.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00084.png,.png,106591,7c04f4a5e294ff105ca56e430a79e1ba51e902c561d40b852a08eecb39c83e75,5018e22e15d5817342e01012e81093ef9d3b7ea54949c40b92016fb4450b7da0,1101001110111001101101000001000001101000011010100110001001001100,256,256,3,1,139,180,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00085.png,FFHQ,00085.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00085.png,.png,109016,23b9dcb374a8b70c85cb1e846c28382d027d713653087224d57ee8a40cdf75e6,dfa7e5763d9ad707a76e75f4df1a2f202faba167740f4f0cf253d8c193215d2f,1100110010110100100101110101011111110011110011111101111011101111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00086.png,FFHQ,00086.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00086.png,.png,82997,a5170759009103ec3f6a53429907f447805e93535a7ed5858730f922cd039a80,d12ac88a6aaddc88203a49bdfc4f033111f06a413a09e8706d627844ec67beb7,1000111100110011001100110011010100101001100101111001111101001110,256,256,3,1,135,189,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00087.png,FFHQ,00087.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00087.png,.png,124730,0f5155c67ae3a234f513ad437c8f717a964a920b15da637830efca1225110cbf,3eb51c3edd6afea7dd67ad1ba19f57196955027179b2fbeaa60789bddb1b38a5,1110111111111101101110000011010101110101001111011011100110011001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00088.png,FFHQ,00088.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00088.png,.png,101315,4a47365e780a1be6f6a15740842a2fe54e791d39d90a38c6d4114ed337386f44,3b2cc7fc6c6ae44b74ca7fddc1feb2c24318dff4a32049cb33731627ebce4f8b,0011110000001101000011011001010110010001000110010000100010000000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00089.png,FFHQ,00089.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00089.png,.png,96572,7f72ba81ca6932e12484e792a8d5de556bc06663f23c61ccff895e618ec5e01b,96993a0a1a3d908b1f3079ea3deeba478ade2d4c1e7bf7f5950faa16369ab9ad,1010011011001001000100011011010010101000101010000011100010011000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00090.png,FFHQ,00090.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00090.png,.png,107604,5851b6fcf4cb641eef78d1c0a0d2e44ed5306da8703cdf851e2ec638e7a77ff0,c774aa84c187e0587874a6d2d11f44a7fd482205933f2a9eed416d5874c5a6a8,1000101110001101000111011001010010010100100101011001100100011100,256,256,3,1,143,176,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00091.png,FFHQ,00091.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00091.png,.png,109818,15b2c7296a92b362c1f5abb5f5cf06969a4c59ebb5fccbc05847db593736d39b,3b61b303d48e68ee9a422856de15e8d55aab52e842328ed30df1dbaac4455c40,1001110110110000011110000011010000110100001101000011100000110110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00092.png,FFHQ,00092.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00092.png,.png,117660,e36ba3cb6c3e44d1e25c8f127d6978bb6ee9902ac9ace0691f1fa25bc5526f09,4ea73658e919218183bf9e7063145250730cd3f8ca21082e0c06352d170fe985,1001011110011101101111001011011100010110000101000011101100111000,256,256,3,1,17,29,ok,verify_per_image_metadata,dataset_metadata_required,rejected,face_below_size_threshold;license_review_required;provenance_review_required
ffhq:00093.png,FFHQ,00093.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00093.png,.png,107107,015e33e508914ecd681b8f211757440790f4eca5489836bc3a95b041bc717ce1,923b8eacd0f91a3c7c3b541cbaf02aa2e49e48d53928ccbbbea4b00f2f73aefa,0000111100100111001110110011001101110001011011000110100100101001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00094.png,FFHQ,00094.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00094.png,.png,105242,7a91fb10f8fb2cf5b0cd3b7490eea439a0d5714ecadfd341aa959ec6a1223eef,be28fc1f59bc11a0a7900d4f4dbc923391ddfe1a6ee8a7952441ddb34f371965,1101101111111101111010011101010111110101110100101011001010110110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00095.png,FFHQ,00095.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00095.png,.png,105637,7cf35956d6f3680e144df68fd9dce83f753bfe34d603e451b87a6744792ebeb8,7f8c5e3aff30b44b6cf2457b2bea25cdbe138732aa244b2ca43e6de189ce9d52,1101010101100101011000100111001101110001010110110111001100110111,256,256,3,1,140,169,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00096.png,FFHQ,00096.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00096.png,.png,96584,75394d3c636340f178e8a779f042db7f6990940891de6a8d97bb05f31230929d,9445c922c5013c692db259d7fb300b45cf5ccf21737ee51ae5f8863e3c31d0a9,1010110010111001001110101011001011110000111100101110001001001010,256,256,3,1,139,186,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00097.png,FFHQ,00097.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00097.png,.png,111792,da79a431001838ac13439d6c06f01468228ce70d230d00bd505c7b2d83dc06ce,bb8adb67c2010ab73351d21d7f5ed436a665147bc2e97b4c6beaf5231f1406c9,1100110111101100111100001111000111101001111010011110001111100011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00098.png,FFHQ,00098.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00098.png,.png,99896,5c2b70b017185d474a88e6d31efd3b0e9582033d2312fc5a83aee3750c58acf0,982a3c5e64726856957acd5396e5e83c5cffb407bfe053e98c7c2e4b1edd53e6,0011001100010111011100110101000101011001010011010011101100011011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00099.png,FFHQ,00099.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00099.png,.png,107912,19dab90220eebfa553a79deb3860e1c19034991dbbbe28228fbcd67d077acb9f,da911bf25b80a1cf04467bff66b99f76a7ef743cf4af6d15e8a30177a0a00a9b,1101110100111001001100010011000111101001011010110111001111100011,256,256,3,1,130,172,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00100.png,FFHQ,00100.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00100.png,.png,104955,fe1533a5c1d0c3c0dff6a5982f7feeb20e5e15676b22e59588bb4bacd5b23be1,93f800c5883410f260fc14ef26e08fabc360dd329db9d45866169b1a0258afcd,1001011100001111001010010001011100010101011101010111100101010011,256,256,3,1,137,191,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00101.png,FFHQ,00101.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00101.png,.png,105800,3e5db90067c9fc897f848ea0fa4c27b118901e1e7e26e148c7abcc5144f88b2b,9a2131502a88355954b6c68514814a4ab16d82c39e44a4f8717d462fa4b85723,0010010001100011111100001111000011101000111100011111000101100001,256,256,3,1,134,186,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00102.png,FFHQ,00102.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00102.png,.png,100918,25d638debbc5d4b7b6f031876fa503278f0ef99b1b59bb4ce939280f57a9cca0,0a9f57225ce16f93fb8b0c5f15d5acdb8112b4ce44c762e25d14b03f51d0a790,0010110001001111110110001101011011001110000011000010110110011001,256,256,3,1,138,163,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00103.png,FFHQ,00103.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00103.png,.png,95179,124bdea1cda718b298d37526ca9d1f52b3816f0ab145edf5ac9eccdebe145023,c735bea1fa394ba95174813a6ac7bde7501b023fe6f37b87386166101cc944df,0000000100100000001000000001000000000000000100001001000010001100,256,256,3,1,133,189,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00104.png,FFHQ,00104.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00104.png,.png,110587,aa79717b2a3ff8d984f9160a92f7f2ee61a73d7e436dc9d16dcd888b489e9af6,61d9094c30215f5066f6638d2d788e66323029a56a5cd39b475c6bfe04d60c2e,1000110000110110011100101101001011010000111100011001001010010100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00105.png,FFHQ,00105.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00105.png,.png,98802,5a44628cd6b5bcd10a6d0603457149dfab7ccd8b2ea98febe15ccdeee24ac026,76d19dde4f409a2e337dede2fbc3ce71a7e3246678fd5974e5f0479caeef7fb7,1001111010011110001110110001011100011111000110000001111000011111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00106.png,FFHQ,00106.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00106.png,.png,117266,cbc8a6f5b41221e7a6337bd6807bcdb9effb10b9b08acc3f58697a2c6914c6b2,cd9f9e5f18d43cdc87395f8abdc84e17c719c35006bed6b3baec3421b23987a1,0011101000011110011110110111001111100011111000100110000100010101,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00107.png,FFHQ,00107.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00107.png,.png,113684,438080c3aab9b4e08a6f6a91a8a6bf2aa7a79e8884a547322c4b029037e8a23d,2374dc8b169dd9664ee47cda80cbe25a60bb6c49d862e9684d1292b6dad574fa,0110100111000000111001000001001101110001011100000111000000111100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00108.png,FFHQ,00108.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00108.png,.png,107104,c325c673b1cd88f08a16fd17bf850cbd1575ce19713016055da8ceb07359d987,6172117a654bc69878122f09e857a39674d388a8426264964becbd10b7ec0c77,1011110001110010011100010111000011101000111101000111100011100111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00109.png,FFHQ,00109.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00109.png,.png,97031,3a3da1798b54a3177e8c5f409a7f28316f002f510eafee4348a470f8707608c7,889a0b5c798906d2ebbcdbadadf43231b11ecdbc250322c9d779ef11c9261a52,0011100111011100011111110111011011111011111011011111111101011111,256,256,3,1,134,176,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00110.png,FFHQ,00110.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00110.png,.png,93075,e02215251f5de3c5886f936a353b090128e051b4616f6c9fc9f4965ff146829e,e4bf1f1d5771014c4e2e299fd929f206212099c25f9fe04315ce01a712db25b0,1000111100010011001110010011010100110101001101010111101101111011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00111.png,FFHQ,00111.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00111.png,.png,99546,e3da08f875f0ae4ffa9fbcbc380479fba850356974ac9b38d9f93657bb1b26ff,7ede7b63bce66910b3312838cc7e73dfe456deabe585ca9427e45443d89d6fc7,1111001010110011101100000111000001101001001010001011000010101000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00112.png,FFHQ,00112.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00112.png,.png,103598,db358986f4a9a9342cbfcc755c554e3d23a959b94f55846a7eef87bafd2d80b0,31c2bc70fb43b046181232e225d4c34da2be6faa098aaee0e3911fbbdf178b47,1100111010011011001111110011011000010110100111111001111100001111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00113.png,FFHQ,00113.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00113.png,.png,100081,44fc818a1859616734c57818d5a464cf6f7ca4ac176895cb17002ff34361150a,6affbc6a9d964ebfe086cf83511fb4e6165aa34ac5d6078dbea699ebc09fab66,0001111001001110011000110101011101110011001011100010111100010110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00114.png,FFHQ,00114.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00114.png,.png,90917,e49b82df0a89c6744b8a2a589f687c99b0f8642f40c7795ba1d8f6afdbf81542,a8a617f7cfad62bdf5f763b6450edb05c50a8a51d87affbbbdcaf0938f8b736e,1111011011100011111100011011000111101001111010111100001111000111,256,256,3,1,132,176,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00115.png,FFHQ,00115.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00115.png,.png,112021,2e00db6d4831d381cdfb56f49e0d3b813a0457abac1d01ca7fad77a8fddddd8b,9fcd19616a0d73a2176a6f605257ce42c2a14f25225b23bc09ee513f0b97ab51,1000111000110011001100010011000001101000011010001011001011001101,256,256,3,1,136,186,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00116.png,FFHQ,00116.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00116.png,.png,106738,881f5b088f7682bf77dbbc4e0aa5572c866be1629c87fbd46873d3e32d0d1c7f,b8286e53571500c7d020c4c5ffc972368f8727571f97107ff359e9afa15d4bd9,0000111100010111001110010001010100010100000111110000101100110011,256,256,3,1,135,180,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00117.png,FFHQ,00117.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00117.png,.png,116155,09195fd051c71c4330548837672602ffd2d32d1c58bce85c33a99b30c14e7e88,f72a41f62fffe19b2539cd9d43ab70dc0c6c921f3e84c3a04e9dc751cd54bf77,1101010101111001011110011011000111101000111010011111001111010001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00118.png,FFHQ,00118.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00118.png,.png,104278,8b52b9c8ee91a3c2780450ab6149010316d91a3e177add06fa69eb5ac06c5b71,ac38530f2d3b152d158dae23828425f9f4f3eb2b622dee672b8dc0b3d6d2de35,1010010010100110101010100011000100110100011110000001101101001111,256,256,3,1,141,180,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00119.png,FFHQ,00119.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00119.png,.png,107933,0de0abc11313bf3bc53caf6b5dec40a2c949195f6fe7a837178bc73d89e07c09,bd33bb6586ec2b7f42fd3dd418c0cdeeb0272c64f46e44faee0749cdeff2ccf9,0000011000011011001100010011010101101001111010011111000101100011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00120.png,FFHQ,00120.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00120.png,.png,96400,f59dd61296d7897955609e9e49f7e5cee8675dd374227a15c205b8a2a87e8ebc,7cc6db0e895e45a95ac258153927f910b3aeb46966b732f9a6ce5bb4f68cf095,1101110111101101111011001100110011111100111011000110110000111000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
